span1,span2,sentence,answer
baritone guitar,contrabass tuba,The sound of baritone guitar is [MASK] than the sound of contrabass tuba,higher
baritone guitar,bass tuba,The sound of baritone guitar is [MASK] than the sound of bass tuba,higher
baritone guitar,contrabass trombone,The sound of baritone guitar is [MASK] than the sound of contrabass trombone,higher
baritone guitar,bass trombone,The sound of baritone guitar is [MASK] than the sound of bass trombone,higher
baritone guitar,sopranino trombone,The sound of baritone guitar is [MASK] than the sound of sopranino trombone,lower
baritone guitar,piccolo trombone,The sound of baritone guitar is [MASK] than the sound of piccolo trombone,lower
baritone guitar,cimbasso,The sound of baritone guitar is [MASK] than the sound of cimbasso,higher
baritone guitar,bass wagner tuba,The sound of baritone guitar is [MASK] than the sound of bass wagner tuba,higher
baritone guitar,piccolo trumpet,The sound of baritone guitar is [MASK] than the sound of piccolo trumpet,lower
baritone guitar,timpani 32inch,The sound of baritone guitar is [MASK] than the sound of timpani 32inch,higher
baritone guitar,timpani 29inch,The sound of baritone guitar is [MASK] than the sound of timpani 29inch,higher
baritone guitar,timpani 26inch,The sound of baritone guitar is [MASK] than the sound of timpani 26inch,higher
baritone guitar,timpani 23inch,The sound of baritone guitar is [MASK] than the sound of timpani 23inch,higher
baritone guitar,timpani 20inch,The sound of baritone guitar is [MASK] than the sound of timpani 20inch,higher
baritone guitar,marimba,The sound of baritone guitar is [MASK] than the sound of marimba,lower
baritone guitar,xylophone,The sound of baritone guitar is [MASK] than the sound of xylophone,lower
baritone guitar,celesta,The sound of baritone guitar is [MASK] than the sound of celesta,lower
baritone guitar,glockenspiel,The sound of baritone guitar is [MASK] than the sound of glockenspiel,lower
baritone guitar,crotales,The sound of baritone guitar is [MASK] than the sound of crotales,lower
guitar,piano,The sound of guitar is [MASK] than the sound of piano,lower
guitar,contrabassoon,The sound of guitar is [MASK] than the sound of contrabassoon,higher
guitar,octocontrabass ciarinet,The sound of guitar is [MASK] than the sound of octocontrabass ciarinet,higher
guitar,octocontra-alto clarinet,The sound of guitar is [MASK] than the sound of octocontra-alto clarinet,higher
guitar,contrabass clarinet,The sound of guitar is [MASK] than the sound of contrabass clarinet,higher
guitar,contra-alto clarinet,The sound of guitar is [MASK] than the sound of contra-alto clarinet,higher
guitar,sopranino clarinet,The sound of guitar is [MASK] than the sound of sopranino clarinet,lower
guitar,subcontrabass saxophone,The sound of guitar is [MASK] than the sound of subcontrabass saxophone,higher
guitar,contrabass saxophone,The sound of guitar is [MASK] than the sound of contrabass saxophone,higher
guitar,bass saxophone,The sound of guitar is [MASK] than the sound of bass saxophone,higher
guitar,baritone saxophone,The sound of guitar is [MASK] than the sound of baritone saxophone,higher
guitar,tenor saxophone,The sound of guitar is [MASK] than the sound of tenor saxophone,higher
guitar,sopranissimo saxophone,The sound of guitar is [MASK] than the sound of sopranissimo saxophone,lower
guitar,hyperbass flute,The sound of guitar is [MASK] than the sound of hyperbass flute,higher
guitar,double contrabass flute,The sound of guitar is [MASK] than the sound of double contrabass flute,higher
guitar,subcontrabass flute,The sound of guitar is [MASK] than the sound of subcontrabass flute,higher
guitar,contrabass flute,The sound of guitar is [MASK] than the sound of contrabass flute,higher
guitar,piccolo,The sound of guitar is [MASK] than the sound of piccolo,lower
guitar,sub-contrabass recorder,The sound of guitar is [MASK] than the sound of sub-contrabass recorder,higher
guitar,sub-great bass recorder,The sound of guitar is [MASK] than the sound of sub-great bass recorder,higher
guitar,contrabass recorder,The sound of guitar is [MASK] than the sound of contrabass recorder,higher
guitar,soprano recorder,The sound of guitar is [MASK] than the sound of soprano recorder,lower
guitar,sopranino recorder,The sound of guitar is [MASK] than the sound of sopranino recorder,lower
guitar,garklein recorder,The sound of guitar is [MASK] than the sound of garklein recorder,lower
guitar,subcontrabass tuba,The sound of guitar is [MASK] than the sound of subcontrabass tuba,higher
guitar,contrabass tuba,The sound of guitar is [MASK] than the sound of contrabass tuba,higher
guitar,bass tuba,The sound of guitar is [MASK] than the sound of bass tuba,higher
guitar,contrabass trombone,The sound of guitar is [MASK] than the sound of contrabass trombone,higher
guitar,bass trombone,The sound of guitar is [MASK] than the sound of bass trombone,higher
guitar,piccolo trombone,The sound of guitar is [MASK] than the sound of piccolo trombone,lower
guitar,cimbasso,The sound of guitar is [MASK] than the sound of cimbasso,higher
guitar,bass wagner tuba,The sound of guitar is [MASK] than the sound of bass wagner tuba,higher
guitar,piccolo trumpet,The sound of guitar is [MASK] than the sound of piccolo trumpet,lower
guitar,timpani 32inch,The sound of guitar is [MASK] than the sound of timpani 32inch,higher
guitar,timpani 29inch,The sound of guitar is [MASK] than the sound of timpani 29inch,higher
guitar,timpani 26inch,The sound of guitar is [MASK] than the sound of timpani 26inch,higher
guitar,timpani 23inch,The sound of guitar is [MASK] than the sound of timpani 23inch,higher
guitar,timpani 20inch,The sound of guitar is [MASK] than the sound of timpani 20inch,higher
guitar,xylophone,The sound of guitar is [MASK] than the sound of xylophone,lower
guitar,celesta,The sound of guitar is [MASK] than the sound of celesta,lower
guitar,glockenspiel,The sound of guitar is [MASK] than the sound of glockenspiel,lower
guitar,crotales,The sound of guitar is [MASK] than the sound of crotales,lower
mandolin,5-string banjo,The sound of mandolin is [MASK] than the sound of 5-string banjo,higher
mandolin,Ukulele,The sound of mandolin is [MASK] than the sound of Ukulele,higher
mandolin,hammered dulcimer,The sound of mandolin is [MASK] than the sound of hammered dulcimer,higher
mandolin,contrabassoon,The sound of mandolin is [MASK] than the sound of contrabassoon,higher
mandolin,bassoon,The sound of mandolin is [MASK] than the sound of bassoon,higher
mandolin,heckelphone,The sound of mandolin is [MASK] than the sound of heckelphone,higher
mandolin,cor anglais,The sound of mandolin is [MASK] than the sound of cor anglais,higher
mandolin,octocontrabass ciarinet,The sound of mandolin is [MASK] than the sound of octocontrabass ciarinet,higher
mandolin,octocontra-alto clarinet,The sound of mandolin is [MASK] than the sound of octocontra-alto clarinet,higher
mandolin,contrabass clarinet,The sound of mandolin is [MASK] than the sound of contrabass clarinet,higher
mandolin,contra-alto clarinet,The sound of mandolin is [MASK] than the sound of contra-alto clarinet,higher
mandolin,bass clarinet,The sound of mandolin is [MASK] than the sound of bass clarinet,higher
mandolin,subcontrabass saxophone,The sound of mandolin is [MASK] than the sound of subcontrabass saxophone,higher
mandolin,contrabass saxophone,The sound of mandolin is [MASK] than the sound of contrabass saxophone,higher
mandolin,bass saxophone,The sound of mandolin is [MASK] than the sound of bass saxophone,higher
mandolin,baritone saxophone,The sound of mandolin is [MASK] than the sound of baritone saxophone,higher
mandolin,tenor saxophone,The sound of mandolin is [MASK] than the sound of tenor saxophone,higher
mandolin,alto saxophone,The sound of mandolin is [MASK] than the sound of alto saxophone,higher
mandolin,soprano saxophone,The sound of mandolin is [MASK] than the sound of soprano saxophone,higher
mandolin,hyperbass flute,The sound of mandolin is [MASK] than the sound of hyperbass flute,higher
mandolin,double contrabass flute,The sound of mandolin is [MASK] than the sound of double contrabass flute,higher
mandolin,subcontrabass flute,The sound of mandolin is [MASK] than the sound of subcontrabass flute,higher
mandolin,contrabass flute,The sound of mandolin is [MASK] than the sound of contrabass flute,higher
mandolin,contra-alto flute,The sound of mandolin is [MASK] than the sound of contra-alto flute,higher
mandolin,bass flute,The sound of mandolin is [MASK] than the sound of bass flute,higher
mandolin,piccolo,The sound of mandolin is [MASK] than the sound of piccolo,lower
mandolin,sub-contrabass recorder,The sound of mandolin is [MASK] than the sound of sub-contrabass recorder,higher
mandolin,sub-great bass recorder,The sound of mandolin is [MASK] than the sound of sub-great bass recorder,higher
mandolin,contrabass recorder,The sound of mandolin is [MASK] than the sound of contrabass recorder,higher
mandolin,great bass recorder,The sound of mandolin is [MASK] than the sound of great bass recorder,higher
mandolin,bass recorder,The sound of mandolin is [MASK] than the sound of bass recorder,higher
mandolin,sopranino recorder,The sound of mandolin is [MASK] than the sound of sopranino recorder,lower
mandolin,garklein recorder,The sound of mandolin is [MASK] than the sound of garklein recorder,lower
mandolin,subcontrabass tuba,The sound of mandolin is [MASK] than the sound of subcontrabass tuba,higher
mandolin,contrabass tuba,The sound of mandolin is [MASK] than the sound of contrabass tuba,higher
mandolin,bass tuba,The sound of mandolin is [MASK] than the sound of bass tuba,higher
mandolin,euphonium,The sound of mandolin is [MASK] than the sound of euphonium,higher
mandolin,contrabass trombone,The sound of mandolin is [MASK] than the sound of contrabass trombone,higher
mandolin,bass trombone,The sound of mandolin is [MASK] than the sound of bass trombone,higher
mandolin,tenor trombone,The sound of mandolin is [MASK] than the sound of tenor trombone,higher
mandolin,alto trombone,The sound of mandolin is [MASK] than the sound of alto trombone,higher
mandolin,cimbasso,The sound of mandolin is [MASK] than the sound of cimbasso,higher
mandolin,french horn,The sound of mandolin is [MASK] than the sound of french horn,higher
mandolin,baritone horn,The sound of mandolin is [MASK] than the sound of baritone horn,higher
mandolin,alto horn,The sound of mandolin is [MASK] than the sound of alto horn,higher
mandolin,bass wagner tuba,The sound of mandolin is [MASK] than the sound of bass wagner tuba,higher
mandolin,tenor wagner tuba,The sound of mandolin is [MASK] than the sound of tenor wagner tuba,higher
mandolin,bass trumpet,The sound of mandolin is [MASK] than the sound of bass trumpet,higher
mandolin,timpani 32inch,The sound of mandolin is [MASK] than the sound of timpani 32inch,higher
mandolin,timpani 29inch,The sound of mandolin is [MASK] than the sound of timpani 29inch,higher
mandolin,timpani 26inch,The sound of mandolin is [MASK] than the sound of timpani 26inch,higher
mandolin,timpani 23inch,The sound of mandolin is [MASK] than the sound of timpani 23inch,higher
mandolin,timpani 20inch,The sound of mandolin is [MASK] than the sound of timpani 20inch,higher
mandolin,celesta,The sound of mandolin is [MASK] than the sound of celesta,lower
mandolin,glockenspiel,The sound of mandolin is [MASK] than the sound of glockenspiel,lower
mandolin,crotales,The sound of mandolin is [MASK] than the sound of crotales,lower
mandolin,tubular bells,The sound of mandolin is [MASK] than the sound of tubular bells,higher
mandolin,gong,The sound of mandolin is [MASK] than the sound of gong,higher
5-string banjo,piano,The sound of 5-string banjo is [MASK] than the sound of piano,lower
5-string banjo,cymbalum,The sound of 5-string banjo is [MASK] than the sound of cymbalum,lower
5-string banjo,contrabassoon,The sound of 5-string banjo is [MASK] than the sound of contrabassoon,higher
5-string banjo,oboe,The sound of 5-string banjo is [MASK] than the sound of oboe,lower
5-string banjo,octocontrabass ciarinet,The sound of 5-string banjo is [MASK] than the sound of octocontrabass ciarinet,higher
5-string banjo,octocontra-alto clarinet,The sound of 5-string banjo is [MASK] than the sound of octocontra-alto clarinet,higher
5-string banjo,contrabass clarinet,The sound of 5-string banjo is [MASK] than the sound of contrabass clarinet,higher
